sample,genus,species,taxon,population,pool,WGA,WGA_input_ng,samplename_ipyrad,reads_raw,reads_passed_filter,clusters_total,clusters_hidepth,hetero_est,error_est,assembled,excluded_dueto_less_than_100_loci,excluded_dueto_few_shared_loci
BdM1052,Microstrates,ypsilon,Microstrates_ypsilon,P5,14,FALSE,,BdM1052pool14,698491,698151,54740,22776,0.016239,0.003574,TRUE,FALSE,FALSE
BdM1053,Microstrates,ypsilon,Microstrates_ypsilon,P5,14,FALSE,,BdM1053pool14,184279,184163,31605,7018,0.02079,0.006736,TRUE,FALSE,FALSE
BdM1053,Microstrates,ypsilon,Microstrates_ypsilon,P5,24,TRUE,124.5240568,BdM1053pool24,608464,608416,54333,7854,0.017477,0.003024,TRUE,FALSE,FALSE
BdM1054,Microstrates,ypsilon,Microstrates_ypsilon,P5,14,FALSE,,BdM1054pool14,175618,175541,27451,7299,0.019284,0.00662,TRUE,FALSE,FALSE
BdM1054,Microstrates,ypsilon,Microstrates_ypsilon,P5,24,TRUE,241.30093,BdM1054pool24,652206,652136,80652,13363,0.018166,0.003424,TRUE,FALSE,FALSE
BdM1055,Microstrates,ypsilon,Microstrates_ypsilon,P5,14,FALSE,,BdM1055pool14,491838,491633,44589,18342,0.016823,0.004157,TRUE,FALSE,FALSE
BdM1056,Microstrates,ypsilon,Microstrates_ypsilon,P5,14,FALSE,,BdM1056pool14,366663,366406,41007,14493,0.017374,0.004786,TRUE,FALSE,FALSE
BdM1057,Microstrates,ypsilon,Microstrates_ypsilon,P5,14,TRUE,21.5959129,BdM1057pool14,11214,11213,854,46,0.023655,0.000323,TRUE,TRUE,NA
BdM1057,Microstrates,ypsilon,Microstrates_ypsilon,P5,21,TRUE,21.5959129,BdM1057pool21,999562,999532,22136,843,0.037369,0.008229,TRUE,TRUE,NA
BdM1064,Microstrates,ypsilon,Microstrates_ypsilon,P7,14,FALSE,,BdM1064pool14,91748,91656,19823,3078,0.02319,0.008661,TRUE,FALSE,TRUE
BdM1064,Microstrates,ypsilon,Microstrates_ypsilon,P7,24,TRUE,140.8316358,BdM1064pool24,305554,305487,25583,3693,0.014216,0.002195,TRUE,FALSE,TRUE
BdM1065,Microstrates,ypsilon,Microstrates_ypsilon,P7,14,FALSE,,BdM1065pool14,65019,64994,14364,2125,0.022354,0.009018,TRUE,FALSE,FALSE
BdM1065,Microstrates,ypsilon,Microstrates_ypsilon,P7,24,TRUE,250.4064964,BdM1065pool24,466710,466676,66928,11383,0.017633,0.003931,TRUE,FALSE,FALSE
BdM1066,Microstrates,ypsilon,Microstrates_ypsilon,P7,14,FALSE,,BdM1066pool14,95847,95772,20222,3324,0.022029,0.00811,TRUE,FALSE,FALSE
BdM1066,Microstrates,ypsilon,Microstrates_ypsilon,P7,24,TRUE,253.5765273,BdM1066pool24,488268,488239,54387,7113,0.023431,0.004995,TRUE,FALSE,FALSE
BdM1067,Microstrates,ypsilon,Microstrates_ypsilon,P7,14,FALSE,,BdM1067pool14,41690,41641,11230,1072,0.024446,0.010051,TRUE,FALSE,TRUE
BdM1067,Microstrates,ypsilon,Microstrates_ypsilon,P7,24,TRUE,246.4163274,BdM1067pool24,264107,264075,27119,2787,0.015688,0.003098,TRUE,FALSE,TRUE
BdM1068,Microstrates,ypsilon,Microstrates_ypsilon,P7,14,FALSE,,BdM1068pool14,44662,44639,11902,1161,0.027348,0.009626,TRUE,FALSE,TRUE
BdM1068,Microstrates,ypsilon,Microstrates_ypsilon,P7,24,TRUE,69.20485022,BdM1068pool24,187719,187709,19527,1732,0.015772,0.003083,TRUE,FALSE,TRUE
BdM1069,Microstrates,ypsilon,Microstrates_ypsilon,P7,14,FALSE,,BdM1069pool14,28430,28414,8367,612,0.027963,0.009883,TRUE,FALSE,FALSE
BdM1069,Microstrates,ypsilon,Microstrates_ypsilon,P7,24,TRUE,197.6167312,BdM1069pool24,462245,462214,36339,5294,0.015691,0.002424,TRUE,FALSE,FALSE
BdM1070,Microstrates,ypsilon,Microstrates_ypsilon,P9,14,FALSE,,BdM1070pool14,253575,253461,34507,10412,0.017433,0.00559,TRUE,FALSE,FALSE
BdM1071,Microstrates,ypsilon,Microstrates_ypsilon,P9,14,FALSE,,BdM1071pool14,90856,90831,18995,3152,0.022234,0.008225,TRUE,FALSE,FALSE
BdM1071,Microstrates,ypsilon,Microstrates_ypsilon,P9,24,TRUE,234.2922502,BdM1071pool24,367063,367034,40784,5929,0.01791,0.00264,TRUE,FALSE,FALSE
BdM1072,Microstrates,ypsilon,Microstrates_ypsilon,P9,14,FALSE,,BdM1072pool14,253194,253089,32013,10609,0.017402,0.005199,TRUE,FALSE,FALSE
BdM1073,Microstrates,ypsilon,Microstrates_ypsilon,P9,14,FALSE,,BdM1073pool14,801441,801106,53289,25057,0.016041,0.003273,TRUE,FALSE,FALSE
BdM1074,Microstrates,ypsilon,Microstrates_ypsilon,P9,14,FALSE,,BdM1074pool14,1130936,1130468,61512,28755,0.01557,0.00273,TRUE,FALSE,FALSE
BdM1075,Microstrates,ypsilon,Microstrates_ypsilon,P9,14,FALSE,,BdM1075pool14,192617,192515,28780,8179,0.018076,0.00589,TRUE,FALSE,FALSE
BdM1075,Microstrates,ypsilon,Microstrates_ypsilon,P9,24,TRUE,247.1765597,BdM1075pool24,396314,396298,58077,8314,0.020518,0.005077,TRUE,FALSE,FALSE
