sample,genus,species,taxon,population,pool,WGA,WGA_input_ng,samplename_ipyrad,reads_raw,reads_passed_filter,clusters_total,clusters_hidepth,hetero_est,error_est,assembled,excluded_dueto_less_than_100_loci,excluded_dueto_few_shared_loci,N_loci_s7,N_snps_s7,N_snps_heteroz,N_snps_ambiguous,snps_GC_content
BdM1064,Microstrates,ypsilon,Microstrates_ypsilon,P7,24,True,140.8316358,BdM1064pool24,305554,305487,25583,3693,0.014216,0.002195,True,False,True,1035.0,5420.0,161.0,27.0,0.493076347305
BdM1065,Microstrates,ypsilon,Microstrates_ypsilon,P7,14,False,,BdM1065pool14,65019,64994,14364,2125,0.022354,0.009018,True,False,False,907.0,4438.0,363.0,94.0,0.499071710374
BdM1065,Microstrates,ypsilon,Microstrates_ypsilon,P7,24,True,250.4064964,BdM1065pool24,466710,466676,66928,11383,0.017633,0.003931,True,False,False,4383.0,21681.0,2159.0,385.0,0.495454760665
BdM1066,Microstrates,ypsilon,Microstrates_ypsilon,P7,14,False,,BdM1066pool14,95847,95772,20222,3324,0.022029,0.00811,True,False,False,1348.0,6753.0,538.0,149.0,0.499157217285
BdM1066,Microstrates,ypsilon,Microstrates_ypsilon,P7,24,True,253.5765273,BdM1066pool24,488268,488239,54387,7113,0.023431,0.004995,True,False,False,2129.0,10596.0,785.0,241.0,0.491465912416
BdM1067,Microstrates,ypsilon,Microstrates_ypsilon,P7,14,False,,BdM1067pool14,41690,41641,11230,1072,0.024446,0.010051,True,False,True,355.0,1854.0,138.0,51.0,0.524035774176
BdM1067,Microstrates,ypsilon,Microstrates_ypsilon,P7,24,True,246.4163274,BdM1067pool24,264107,264075,27119,2787,0.015688,0.003098,True,False,True,811.0,4281.0,147.0,46.0,0.482040229885
BdM1068,Microstrates,ypsilon,Microstrates_ypsilon,P7,14,False,,BdM1068pool14,44662,44639,11902,1161,0.027348,0.009626,True,False,True,373.0,2046.0,131.0,37.0,0.499747602221
BdM1068,Microstrates,ypsilon,Microstrates_ypsilon,P7,24,True,69.20485022,BdM1068pool24,187719,187709,19527,1732,0.015772,0.003083,True,False,True,619.0,3027.0,83.0,27.0,0.488559892328
BdM1069,Microstrates,ypsilon,Microstrates_ypsilon,P7,14,False,,BdM1069pool14,28430,28414,8367,612,0.027963,0.009883,True,False,False,155.0,828.0,42.0,31.0,0.497448979592
BdM1069,Microstrates,ypsilon,Microstrates_ypsilon,P7,24,True,197.6167312,BdM1069pool24,462245,462214,36339,5294,0.015691,0.002424,True,False,False,1501.0,7557.0,287.0,71.0,0.486124208541
BdM1070,Microstrates,ypsilon,Microstrates_ypsilon,P9,14,False,,BdM1070pool14,253575,253461,34507,10412,0.017433,0.00559,True,False,False,4770.0,23216.0,2619.0,504.0,0.496937552705
BdM1071,Microstrates,ypsilon,Microstrates_ypsilon,P9,14,False,,BdM1071pool14,90856,90831,18995,3152,0.022234,0.008225,True,False,False,1315.0,6763.0,620.0,154.0,0.498474679683
BdM1071,Microstrates,ypsilon,Microstrates_ypsilon,P9,24,True,234.2922502,BdM1071pool24,367063,367034,40784,5929,0.01791,0.00264,True,False,False,1917.0,9502.0,468.0,129.0,0.507575757576
BdM1072,Microstrates,ypsilon,Microstrates_ypsilon,P9,14,False,,BdM1072pool14,253194,253089,32013,10609,0.017402,0.005199,True,False,False,5011.0,24668.0,2822.0,492.0,0.501333055613
BdM1073,Microstrates,ypsilon,Microstrates_ypsilon,P9,14,False,,BdM1073pool14,801441,801106,53289,25057,0.016041,0.003273,True,False,False,9580.0,44784.0,6538.0,518.0,0.493416863744
BdM1074,Microstrates,ypsilon,Microstrates_ypsilon,P9,14,False,,BdM1074pool14,1130936,1130468,61512,28755,0.01557,0.00273,True,False,False,10287.0,47978.0,7262.0,375.0,0.494463697067
BdM1075,Microstrates,ypsilon,Microstrates_ypsilon,P9,14,False,,BdM1075pool14,192617,192515,28780,8179,0.018076,0.00589,True,False,False,3780.0,18523.0,1968.0,416.0,0.502202151976
BdM1075,Microstrates,ypsilon,Microstrates_ypsilon,P9,24,True,247.1765597,BdM1075pool24,396314,396298,58077,8314,0.020518,0.005077,True,False,False,3063.0,15218.0,1431.0,304.0,0.488914424767
